-1.3		0		-2.05		2.42745		0.0536406   	-0.00282746   	-1.00201   	1.00345   	
-1.3		0		-2.025		2.40637		0.054328   	-0.00192385   	-1.00161   	1.00308   	
-1.3		0		-2		2.38537		0.0564265   	-0.00140604   	-1.00173   	1.00332   	
-1.3		0		-1.975		2.36445		0.0573939   	-0.00215808   	-1.00226   	1.0039   	
-1.3		0		-1.95		2.34361		0.0582219   	-0.00198539   	-1.00225   	1.00394   	
-1.3		0		-1.925		2.32285		0.0594274   	-0.0018405   	-1.00162   	1.00338   	
-1.3		0		-1.9		2.30217		0.0608641   	-0.00216325   	-1.0009   	1.00275   	
-1.3		0		-1.875		2.28159		0.0619355   	-0.00289907   	-1.00136   	1.00328   	
-1.3		0		-1.85		2.26108		0.0631001   	-0.00282978   	-1.00159   	1.00358   	
-1.3		0		-1.825		2.24067		0.0639904   	-0.00237235   	-1.00221   	1.00425   	
-1.3		0		-1.8		2.22036		0.0649032   	-0.00279589   	-1.00218   	1.00428   	
-1.3		0		-1.775		2.20014		0.0660388   	-0.00340815   	-1.00239   	1.00457   	
-1.3		0		-1.75		2.18002		0.0674793   	-0.00323365   	-1.0028   	1.00507   	
-1.3		0		-1.725		2.16001		0.0696428   	-0.00254229   	-1.00296   	1.00538   	
-1.3		0		-1.7		2.14009		0.0716833   	-0.00204355   	-1.00336   	1.00592   	
-1.3		0		-1.675		2.12029		0.0726417   	-0.00245124   	-1.00362   	1.00625   	
-1.3		0		-1.65		2.1006		0.073623   	-0.003984   	-1.00377   	1.00647   	
-1.3		0		-1.625		2.08101		0.0753368   	-0.00542435   	-1.00436   	1.0072   	
-1.3		0		-1.6		2.06156		0.0772231   	-0.00524209   	-1.0045   	1.00748   	
-1.3		0		-1.575		2.04221		0.0775609   	-0.00379255   	-1.00456   	1.00756   	
-1.3		0		-1.55		2.02299		0.07792   	-0.00412814   	-1.00438   	1.00741   	
-1.3		0		-1.525		2.0039		0.0797986   	-0.00531508   	-1.00466   	1.00784   	
-1.3		0		-1.5		1.98494		0.0825661   	-0.00451108   	-1.0053   	1.00869   	
-1.3		0		-1.475		1.96612		0.0840999   	-0.00391907   	-1.00633   	1.00985   	
-1.3		0		-1.45		1.94744		0.0847382   	-0.00375616   	-1.00585   	1.00942   	
-1.3		0		-1.425		1.92889		0.0866236   	-0.00395115   	-1.00619   	1.00992   	
-1.3		0		-1.4		1.91049		0.0880326   	-0.00391461   	-1.00598   	1.00983   	
-1.3		0		-1.375		1.89225		0.0889119   	-0.0034739   	-1.00626   	1.01019   	
-1.3		0		-1.35		1.87417		0.090517   	-0.00314848   	-1.00561   	1.00968   	
-1.3		0		-1.325		1.85624		0.0925202   	-0.00415873   	-1.00593   	1.01018   	
-1.3		0		-1.3		1.83848		0.0944131   	-0.00471452   	-1.00679   	1.01122   	
-1.3		0		-1.275		1.82088		0.0955066   	-0.00365825   	-1.00639   	1.01092   	
-1.3		0		-1.25		1.80347		0.0969366   	-0.00324031   	-1.00592   	1.01059   	
-1.3		0		-1.225		1.78623		0.0988664   	-0.0040986   	-1.00543   	1.01029   	
-1.3		0		-1.2		1.76918		0.100622   	-0.00428607   	-1.00483   	1.00986   	
-1.3		0		-1.175		1.75232		0.102831   	-0.00406284   	-1.005   	1.01026   	
-1.3		0		-1.15		1.73565		0.104636   	-0.00451201   	-1.00563   	1.01107   	
-1.3		0		-1.125		1.7192		0.104976   	-0.00425262   	-1.00593   	1.0114   	
-1.3		0		-1.1		1.70294		0.10637   	-0.00315593   	-1.00575   	1.01136   	
-1.3		0		-1.075		1.6869		0.108466   	-0.00313208   	-1.00592   	1.01176   	
-1.3		0		-1.05		1.67108		0.110179   	-0.00444849   	-1.00764   	1.01366   	
-1.3		0		-1.025		1.65548		0.112906   	-0.00552554   	-1.00793   	1.01425   	
-1.3		0		-0.999997		1.64012		0.11481   	-0.00465116   	-1.00867   	1.01519   	
-1.3		0		-0.975002		1.625		0.11604   	-0.00375101   	-1.00893   	1.01559   	
-1.3		0		-0.949999		1.61012		0.116924   	-0.00423989   	-1.00836   	1.01513   	
-1.3		0		-0.924996		1.5955		0.117025   	-0.00452689   	-1.00753   	1.01431   	
-1.3		0		-0.900001		1.58114		0.118593   	-0.00457565   	-1.0078   	1.01476   	
-1.3		0		-0.874999		1.56704		0.120961   	-0.00425305   	-1.00706   	1.01431   	
-1.3		0		-0.850004		1.55322		0.12238   	-0.00340562   	-1.00655   	1.01397   	
-1.3		0		-0.825001		1.53968		0.124231   	-0.00394295   	-1.0087   	1.01633   	
-1.3		0		-0.8		1.52643		0.125818   	-0.00384599   	-1.00883   	1.01665   	
-1.3		0		-0.775		1.51348		0.126752   	-0.00319365   	-1.00912   	1.01705   	
-1.3		0		-0.75		1.50083		0.128164   	-0.00332308   	-1.00942   	1.01753   	
-1.3		0		-0.725		1.4885		0.130037   	-0.0033267   	-1.0087   	1.01705   	
-1.3		0		-0.7		1.47648		0.132179   	-0.00303203   	-1.00837   	1.017   	
-1.3		0		-0.675		1.4648		0.134619   	-0.00363536   	-1.0088   	1.01775   	
-1.3		0		-0.65		1.45344		0.136422   	-0.00468182   	-1.00883   	1.01802   	
-1.3		0		-0.625		1.44244		0.137428   	-0.0045135   	-1.00874   	1.01807   	
-1.3		0		-0.6		1.43178		0.138542   	-0.00325477   	-1.00862   	1.0181   	
-1.3		0		-0.575		1.42149		0.139639   	-0.00267976   	-1.00775   	1.01738   	
-1.3		0		-0.55		1.41156		0.140862   	-0.00333576   	-1.00722   	1.01703   	
-1.3		0		-0.525		1.40201		0.142271   	-0.00328511   	-1.00584   	1.01586   	
-1.3		0		-0.5		1.39284		0.143609   	-0.00184345   	-1.00446   	1.01468   	
-1.3		0		-0.475		1.38406		0.14538   	-0.00166788   	-1.00294   	1.01342   	
-1.3		0		-0.45		1.37568		0.147683   	-0.00198808   	-1.00055   	1.01139   	
-1.3		0		-0.425		1.36771		0.150158   	-0.00184411   	-0.998721   	1.00995   	
-1.3		0		-0.4		1.36015		0.151322   	-0.00259773   	-0.99687   	1.00829   	
-1.3		0		-0.375		1.35301		0.153203   	-0.00395366   	-0.99608   	1.0078   	
-1.3		0		-0.35		1.34629		0.155408   	-0.0048926   	-0.993068   	1.00517   	
-1.3		0		-0.325		1.34001		0.158769   	-0.00345689   	-0.988895   	1.00157   	
-1.3		0		-0.3		1.33417		0.16147   	-0.0027303   	-0.985197   	0.998345   	
-1.3		0		-0.275		1.32877		0.164113   	-0.00503937   	-0.9811   	0.994744   	
-1.3		0		-0.25		1.32382		0.170088   	-0.00685071   	-0.978804   	0.993496   	
-1.3		0		-0.225		1.31933		0.17549   	-0.00335226   	-0.974599   	0.990278   	
-1.3		0		-0.2		1.3153		0.175558   	0.00169865   	-0.967868   	0.983663   	
-1.3		0		-0.175		1.31173		0.173844   	0.00338271   	-0.959591   	0.975217   	
-1.3		0		-0.15		1.30863		0.173945   	0.00359982   	-0.949457   	0.965266   	
-1.3		0		-0.125		1.306		0.170793   	0.00553877   	-0.94844   	0.963711   	
-1.3		0		-0.0999997		1.30384		0.153395   	0.00733819   	-0.954956   	0.967225   	
-1.3		0		-0.075		1.30216		0.122057   	0.00683769   	-0.954485   	0.962282   	
-1.3		0		-0.05		1.30096		0.0868272   	0.00569762   	-0.949427   	0.953406   	
-1.3		0		-0.025		1.30024		0.0456234   	0.00345553   	-0.944854   	0.945961   	
-1.3		0		0		1.3		-0.0026532   	-0.00204416   	-0.946085   	0.946091   	
-1.3		0		0.025		1.30024		-0.0506087   	-0.00556962   	-0.953619   	0.954977   	
-1.3		0		0.05		1.30096		-0.0940781   	-0.00564766   	-0.951315   	0.955972   	
-1.3		0		0.075		1.30216		-0.131975   	-0.00368972   	-0.946243   	0.955409   	
-1.3		0		0.0999997		1.30384		-0.163049   	-0.00802837   	-0.95433   	0.968192   	
-1.3		0		0.125		1.306		-0.17491   	-0.00878755   	-0.974306   	0.989921   	
-1.3		0		0.15		1.30863		-0.173734   	0.00421707   	-0.9667   	0.982197   	
-1.3		0		0.175		1.31173		-0.173086   	0.0068291   	-0.958946   	0.974465   	
-1.3		0		0.2		1.3153		-0.173606   	0.00141286   	-0.964851   	0.980346   	
-1.3		0		0.225		1.31933		-0.171997   	0.00338261   	-0.970536   	0.985665   	
-1.3		0		0.25		1.32382		-0.167557   	0.002466   	-0.975974   	0.990256   	
-1.3		0		0.275		1.32877		-0.162323   	0.000405111   	-0.981285   	0.99462   	
-1.3		0		0.3		1.33417		-0.158541   	0.000429642   	-0.986715   	0.999371   	
-1.3		0		0.325		1.34001		-0.157224   	0.000984322   	-0.990027   	1.00243   	
-1.3		0		0.35		1.34629		-0.156233   	0.00161313   	-0.993099   	1.00531   	
-1.3		0		0.375		1.35301		-0.154501   	0.00234559   	-0.995437   	1.00736   	
-1.3		0		0.4		1.36015		-0.152274   	0.00242064   	-0.996512   	1.00808   	
-1.3		0		0.425		1.36771		-0.149894   	0.00194813   	-0.997756   	1.00895   	
-1.3		0		0.45		1.37568		-0.148009   	0.00130632   	-0.999426   	1.01033   	
-1.3		0		0.475		1.38406		-0.146902   	0.00114023   	-1.00105   	1.01177   	
-1.3		0		0.5		1.39284		-0.146005   	0.00207631   	-1.0023   	1.01288   	
-1.3		0		0.525		1.40201		-0.144769   	0.00247486   	-1.00318   	1.01358   	
-1.3		0		0.55		1.41156		-0.143486   	0.00310358   	-1.00447   	1.01467   	
-1.3		0		0.575		1.42149		-0.142183   	0.00310097   	-1.00559   	1.0156   	
-1.3		0		0.6		1.43178		-0.141065   	0.00313381   	-1.00765   	1.01748   	
-1.3		0		0.625		1.44244		-0.139295   	0.0036399   	-1.00733   	1.01692   	
-1.3		0		0.65		1.45344		-0.136751   	0.00309119   	-1.00725   	1.0165   	
-1.3		0		0.675		1.4648		-0.136115   	0.00352352   	-1.00761   	1.01677   	
